RdOJgExRPHs	20260815	20	Sign & Wander 	false	false	20260815	20	TAKE Has Different Meanings in ASL | ASL Semantics
RnzLM21rjsA	20260901	15	ASL Interactive	false	false	20260901	15	Level up your ASL signs in minutes #ASL #ASLpractice #s
SJhrkN24yC0	20260918	20	English with Bob	false	true	20260918	20	How to Pronounce Acknowledge in American English
SN1dpdjxIKE	20260828	17	Jules Tush Speech Pathologist	false	true	20260828	17	The Relief Grief Speech Pathology #speechtherapy #child
t_dAmJ7_xCM	20260915	21	Adventures in Speech Pathology	false	true	20260915	21	Why It Takes Me TWO Sessions to Assess Articulation
TajziP9rnY4	20260610	9	PronounceRight	false	true	20260610	9	Chthonic Pronunciation (Hardest Word Ever?) 😳 #pronunci
tC2H64k_Xjw	20260717	5	Sign & Wander 	false	false	20260717	5	Why Are Your Pants inside Out?| ASL Sentence Practice
tpP83Hoszg8	20260911	9	Megija Liva | Speech Therapy	false	false	20260911	9	You know that feeling when you’re waiting for your todd
vvwSJMAd_is	20260604	7	Sign & Wander 	false	false	20260604	7	How to sign TELEPROMPTER in ASL. #asl
Wbl5QT43yc8	20260912	22	English by Stéaviñ | EBS Tutorials	false	true	20260912	22	How to Pronounce Cummingtonite
wGYgR2BJ1W4	20260904	9	Pronunciation	false	true	20260904	9	How do you pronounce “Herb” correctly? 🌿
WOBScWYtieU	20260906	21	Adventures in Speech Pathology	false	true	20260906	21	Final consonant deletion toolkit: Everything you need t
WOQR9_lbhmI	20260715	23	Speech Secrets	false	true	20260715	23	SLOP means 🗣️#speech #therapy #speechtherapy #articulat
wRKiTVUXeMs	20260721	9	Megija Liva | Speech Therapy	false	false	20260721	9	Speech Delay or Autism? 5 Signs It's More Likely a Spee
WSOh12ZJWQQ	20260630	10	Word in Seconds	false	true	20260630	10	Dream Meaning in English | Pronunciation & Example #sho
WuCKkpUOCSY	20260903	18	Megija Liva | Speech Therapy	false	false	20260903	18	Behind the scenes = teamwork 💛. Latest YouTube: Top 5 S
WV04n2Nr7vw	20260727	13	Sign & Wander 	false	false	20260727	13	How to sign: GOOD LUCK in ASL - two signs. #asl
x_6cqwnG0gU	20260605	9	PronounceRight	false	true	20260605	9	Bureaucracy Pronunciation (Very Tricky!) 😲 #pronunciati
x3kegFYz8hY	20260618	9	Sound Smart	false	true	20260618	9	Nauseous Pronunciation (You're Probably Saying It Wrong
XkHpVG-vFeg	20260903	9	Pronunciation	false	true	20260903	9	How do you pronounce “Tomato” correctly? 🍅
y6uybCd-uk8	20260917	23	Wish Bloom	false	true	20260917	23	Good Morning 17 September 2026 | Beautiful Good Morning
z1wWtR_cJMk	20260831	12	Megija Liva | Speech Therapy	false	false	20260831	12	Autism or speech delay? Full description in the pinned 
Z2FCROUjB4o	20260827	7	Megija Liva | Speech Therapy	false	false	20260827	7	Speech Delay or Autism? 5 Key Signs 👇 Check the Pinned 
Z8PGCAxzagA	20260722	15	The English Coach	false	true	20260722	15	The 3 levels of reducing “them” in English
zdjbURIFx18	20260824	12	Megija Liva | Speech Therapy	false	false	20260824	12	Full explanation + what these play styles can actually 
